3SNNA,3SNNR,3SNYA,3SNYR,3SYNA,3SYNR,3SYYA,3SYYR,3DNNA,3DNNR,3DNYA,3DNYR,3DYNA,3DYNR,3DYYA,3DYYR,4SNNA,4SNNR,4SNYA,4SNYR,4SYNA,4SYNR,4SYYA,4SYYR,4DNNA,4DNNR,4DNYA,4DNYR,4DYNA,4DYNR,4DYYA,4DYYR
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342312,?,?,3314341,?,3132444,?,3342312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342314,?,?,3314342,?,3133111,?,3342314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342321,?,?,3314343,?,3133112,?,3342321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342322,?,?,3314344,?,3133113,?,3342322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342323,?,?,3314411,?,3133114,?,3342323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342324,?,?,3314413,?,3133121,?,3342324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342332,?,?,3314414,?,3133122,?,3342332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342333,?,?,3314423,?,3133123,?,3342333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342334,?,?,3314424,?,3133124,?,3342334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342341,?,?,3314431,?,3133131,?,3342341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342342,?,?,3314432,?,3133132,?,3342342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342343,?,?,3314433,?,3133133,?,3342343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342344,?,?,3314434,?,3133134,?,3342344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342413,?,?,3314441,?,3133141,?,3342413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342414,?,?,3314442,?,3133142,?,3342414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342422,?,?,3314443,?,3133143,?,3342422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342423,?,?,3314444,?,3133144,?,3342423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342424,?,?,3321111,?,3133211,?,3342424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342431,?,?,3321112,?,3133212,?,3342431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342432,?,?,3321113,?,3133213,?,3342432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342433,?,?,3321114,?,3133214,?,3342433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342434,?,?,3321121,?,3133221,?,3342434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342441,?,?,3321122,?,3133222,?,3342441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342442,?,?,3321123,?,3133223,?,3342442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342443,?,?,3321131,?,3133224,?,3342443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3342444,?,?,3321132,?,3133231,?,3342444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343111,?,?,3321133,?,3133232,?,3343111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343112,?,?,3321134,?,3133233,?,3343112
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343113,?,?,3321141,?,3133234,?,3343113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343114,?,?,3321143,?,3133241,?,3343114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343121,?,?,3321211,?,3133242,?,3343121
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343122,?,?,3321212,?,3133243,?,3343122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343124,?,?,3321213,?,3133244,?,3343124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343131,?,?,3321221,?,3133311,?,3343131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343133,?,?,3321222,?,3133312,?,3343133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343134,?,?,3321223,?,3133313,?,3343134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343141,?,?,3321224,?,3133314,?,3343141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343142,?,?,3321231,?,3133321,?,3343142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343143,?,?,3321232,?,3133322,?,3343143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343144,?,?,3321233,?,3133323,?,3343144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343211,?,?,3321234,?,3133324,?,3343211
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343212,?,?,3321242,?,3133331,?,3343212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343214,?,?,3321243,?,3133332,?,3343214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343221,?,?,3321311,?,3133333,?,3343221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343222,?,?,3321312,?,3133334,?,3343222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343223,?,?,3321313,?,3133341,?,3343223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343224,?,?,3321314,?,3133342,?,3343224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343232,?,?,3321321,?,3133343,?,3343232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343233,?,?,3321322,?,3133344,?,3343233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343234,?,?,3321323,?,3133411,?,3343234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343241,?,?,3321324,?,3133412,?,3343241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343242,?,?,3321331,?,3133413,?,3343242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343243,?,?,3321332,?,3133414,?,3343243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343244,?,?,3321333,?,3133421,?,3343244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343311,?,?,3321334,?,3133422,?,3343311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343313,?,?,3321341,?,3133423,?,3343313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343314,?,?,3321342,?,3133424,?,3343314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343322,?,?,3321343,?,3133431,?,3343322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343323,?,?,3321344,?,3133432,?,3343323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343324,?,?,3321411,?,3133433,?,3343324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343331,?,?,3321413,?,3133434,?,3343331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343332,?,?,3321422,?,3133441,?,3343332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343333,?,?,3321423,?,3133442,?,3343333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343334,?,?,3321431,?,3133443,?,3343334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343341,?,?,3321432,?,3133444,?,3343341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343342,?,?,3321433,?,3134111,?,3343342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343343,?,?,3321434,?,3134112,?,3343343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343344,?,?,3321443,?,3134113,?,3343344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343411,?,?,3321444,?,3134114,?,3343411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343412,?,?,3322111,?,3134121,?,3343412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343413,?,?,3322112,?,3134122,?,3343413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343414,?,?,3322113,?,3134123,?,3343414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343421,?,?,3322121,?,3134124,?,3343421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343422,?,?,3322122,?,3134131,?,3343422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343423,?,?,3322123,?,3134132,?,3343423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343424,?,?,3322124,?,3134133,?,3343424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343431,?,?,3322131,?,3134134,?,3343431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343432,?,?,3322132,?,3134141,?,3343432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343433,?,?,3322133,?,3134142,?,3343433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343434,?,?,3322134,?,3134143,?,3343434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343441,?,?,3322142,?,3134144,?,3343441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343442,?,?,3322143,?,3134211,?,3343442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343443,?,?,3322211,?,3134212,?,3343443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3343444,?,?,3322212,?,3134213,?,3343444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344111,?,?,3322213,?,3134214,?,3344111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344113,?,?,3322214,?,3134221,?,3344113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344114,?,?,3322221,?,3134222,?,3344114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344123,?,?,3322222,?,3134223,?,3344123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344124,?,?,3322223,?,3134224,?,3344124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344131,?,?,3322224,?,3134231,?,3344131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344132,?,?,3322231,?,3134232,?,3344132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344133,?,?,3322232,?,3134233,?,3344133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344134,?,?,3322233,?,3134234,?,3344134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344141,?,?,3322234,?,3134241,?,3344141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344142,?,?,3322241,?,3134242,?,3344142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344143,?,?,3322242,?,3134243,?,3344143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344144,?,?,3322243,?,3134244,?,3344144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344213,?,?,3322244,?,3134311,?,3344213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344214,?,?,3322311,?,3134312,?,3344214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344222,?,?,3322312,?,3134313,?,3344222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344223,?,?,3322313,?,3134314,?,3344223
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344224,?,?,3322314,?,3134321,?,3344224
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344231,?,?,3322321,?,3134322,?,3344231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344232,?,?,3322322,?,3134323,?,3344232
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344233,?,?,3322323,?,3134324,?,3344233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344234,?,?,3322324,?,3134331,?,3344234
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344241,?,?,3322331,?,3134332,?,3344241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344242,?,?,3322332,?,3134333,?,3344242
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344243,?,?,3322333,?,3134334,?,3344243
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344244,?,?,3322334,?,3134341,?,3344244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344311,?,?,3322341,?,3134342,?,3344311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344312,?,?,3322342,?,3134343,?,3344312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344313,?,?,3322343,?,3134344,?,3344313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344314,?,?,3322344,?,3134411,?,3344314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344321,?,?,3322412,?,3134412,?,3344321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344322,?,?,3322413,?,3134413,?,3344322
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344323,?,?,3322421,?,3134414,?,3344323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344324,?,?,3322422,?,3134421,?,3344324
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344331,?,?,3322423,?,3134422,?,3344331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344332,?,?,3322424,?,3134423,?,3344332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344333,?,?,3322431,?,3134424,?,3344333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344334,?,?,3322432,?,3134431,?,3344334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344341,?,?,3322433,?,3134432,?,3344341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344342,?,?,3322434,?,3134433,?,3344342
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344343,?,?,3322442,?,3134434,?,3344343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344344,?,?,3322443,?,3134441,?,3344344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344411,?,?,3322444,?,3134442,?,3344411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344412,?,?,3323111,?,3134443,?,3344412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344413,?,?,3323112,?,3134444,?,3344413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344414,?,?,3323113,?,3141111,?,3344414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344421,?,?,3323114,?,3141112,?,3344421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344422,?,?,3323121,?,3141113,?,3344422
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344423,?,?,3323122,?,3141114,?,3344423
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344424,?,?,3323123,?,3141121,?,3344424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344431,?,?,3323124,?,3141122,?,3344431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344432,?,?,3323131,?,3141123,?,3344432
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344433,?,?,3323132,?,3141124,?,3344433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344434,?,?,3323133,?,3141131,?,3344434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344441,?,?,3323134,?,3141132,?,3344441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344442,?,?,3323141,?,3141133,?,3344442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344443,?,?,3323142,?,3141134,?,3344443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3344444,?,?,3323143,?,3141141,?,3344444
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411111,?,?,3323144,?,3141142,?,3411111
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411113,?,?,3323211,?,3141143,?,3411113
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411114,?,?,3323212,?,3141144,?,3411114
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411122,?,?,3323213,?,3141211,?,3411122
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411123,?,?,3323214,?,3141212,?,3411123
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411124,?,?,3323221,?,3141213,?,3411124
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411131,?,?,3323222,?,3141214,?,3411131
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411132,?,?,3323223,?,3141221,?,3411132
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411133,?,?,3323224,?,3141222,?,3411133
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411134,?,?,3323231,?,3141223,?,3411134
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411141,?,?,3323232,?,3141224,?,3411141
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411142,?,?,3323233,?,3141231,?,3411142
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411143,?,?,3323234,?,3141232,?,3411143
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411144,?,?,3323241,?,3141233,?,3411144
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411212,?,?,3323242,?,3141234,?,3411212
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411213,?,?,3323243,?,3141241,?,3411213
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411214,?,?,3323244,?,3141242,?,3411214
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411221,?,?,3323311,?,3141243,?,3411221
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411222,?,?,3323312,?,3141244,?,3411222
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411231,?,?,3323313,?,3141311,?,3411231
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411233,?,?,3323314,?,3141312,?,3411233
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411241,?,?,3323321,?,3141313,?,3411241
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411244,?,?,3323322,?,3141314,?,3411244
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411311,?,?,3323323,?,3141321,?,3411311
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411312,?,?,3323324,?,3141322,?,3411312
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411313,?,?,3323331,?,3141323,?,3411313
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411314,?,?,3323332,?,3141324,?,3411314
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411321,?,?,3323333,?,3141331,?,3411321
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411323,?,?,3323334,?,3141332,?,3411323
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411331,?,?,3323341,?,3141333,?,3411331
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411332,?,?,3323342,?,3141334,?,3411332
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411333,?,?,3323343,?,3141341,?,3411333
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411334,?,?,3323344,?,3141342,?,3411334
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411341,?,?,3323411,?,3141343,?,3411341
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411343,?,?,3323412,?,3141344,?,3411343
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411344,?,?,3323413,?,3141411,?,3411344
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411411,?,?,3323414,?,3141412,?,3411411
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411412,?,?,3323421,?,3141413,?,3411412
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411413,?,?,3323422,?,3141414,?,3411413
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411414,?,?,3323423,?,3141421,?,3411414
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411421,?,?,3323424,?,3141422,?,3411421
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411424,?,?,3323431,?,3141423,?,3411424
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411431,?,?,3323432,?,3141424,?,3411431
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411433,?,?,3323433,?,3141431,?,3411433
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411434,?,?,3323434,?,3141432,?,3411434
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411441,?,?,3323441,?,3141433,?,3411441
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411442,?,?,3323442,?,3141434,?,3411442
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411443,?,?,3323443,?,3141441,?,3411443
?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3411444,?,?,3323444,?,3141442,?,3411444
